customer_id,income_tier,car_model,battery_capacity_kwh
C7142,High,MG ZS EV Exclusive,50.3
C7143,Low-Mid,Tata Tigor EV Base,21.5
C7144,Low-Mid,Tata Tigor EV Base,21.5
C7145,Low-Mid,Citroen eC3 Feel,29.2
C7146,Low-Mid,Ola S1 Pro (4W equiv),22.0
C7147,Low-Mid,Ola S1 Pro (4W equiv),22.0
C7148,Low-Mid,Ola S1 Pro (4W equiv),22.0
C7149,High,Hyundai Ioniq 5,72.6
C7150,High,Kia EV6,77.4
C7151,Mid-Range,Mahindra XUV400 EC Pro,39.4
C7152,Mid-Range,Tata Nexon EV,30.2
C7153,Low-Mid,Tata Tigor EV Base,21.5
C7154,Low-Mid,Tata Tigor EV Base,21.5
C7155,Mid-Range,Tata Tigor EV,26.0
C7156,Low-Mid,Ola S1 Pro (4W equiv),22.0
C7157,Low-Mid,Hero Electric Optima,12.0
C7158,High,Mercedes EQB,66.5
C7159,Low-Mid,Ather 450X (4W equiv),20.0
C7160,Mid-Range,Tata Nexon EV,30.2
C7161,Mid-Range,Hyundai Kona Electric,39.2
C7162,Mid-Range,Tata Punch EV,35.0
C7163,Mid-Range,Citroen eC3,29.2
C7164,Mid-Range,Tata Nexon EV,30.2
C7165,Low-Mid,Tata Tiago EV,24.0
C7166,Low-Mid,Hero Electric Optima,12.0
C7167,High,MG ZS EV Exclusive,50.3
C7168,High,Audi e-tron 55,95.0
C7169,High,BYD Atto 3 Superior,60.5
C7170,Mid-Range,Mahindra e2o Plus,18.5
C7171,High,BMW iX1,66.5
C7172,Mid-Range,Tata Punch EV,35.0
C7173,Mid-Range,Mahindra e2o Plus,18.5
C7174,Mid-Range,Citroen eC3,29.2
C7175,Low-Mid,Citroen eC3 Feel,29.2
C7176,Mid-Range,Hyundai Kona Electric,39.2
C7177,Mid-Range,Tata Tigor EV,26.0
C7178,Low-Mid,Ather 450X (4W equiv),20.0
C7179,Mid-Range,MG Comet EV,17.3
C7180,Low-Mid,Tata Tiago EV,24.0
C7181,Mid-Range,Tata Nexon EV,30.2
C7182,High,Kia EV6,77.4
C7183,Low-Mid,Hero Electric Optima,12.0
C7184,Low-Mid,Tata Tigor EV Base,21.5
C7185,Low-Mid,Ampere Nexus,30.0
C7186,High,Tata Nexon EV Max,40.5
C7187,Mid-Range,Hyundai Kona Electric,39.2
C7188,Mid-Range,Tata Punch EV,35.0
C7189,Mid-Range,Mahindra e2o Plus,18.5
C7190,Mid-Range,Tata Tigor EV,26.0
C7191,Mid-Range,Mahindra XUV400 EC Pro,39.4
C7192,Low-Mid,Greaves Eltra,16.0
C7193,Low-Mid,Greaves Eltra,16.0
C7194,Mid-Range,Mahindra e2o Plus,18.5
C7195,Low-Mid,Tata Tigor EV Base,21.5
C7196,Mid-Range,Citroen eC3,29.2
C7197,Mid-Range,MG Comet EV,17.3
C7198,Low-Mid,Ola S1 Pro (4W equiv),22.0
C7199,Low-Mid,Greaves Eltra,16.0
C7200,High,Volvo XC40 Recharge,75.0
C7201,Mid-Range,Mahindra e2o Plus,18.5
C7202,Low-Mid,Tata Tigor EV Base,21.5
C7203,High,BYD Atto 3 Superior,60.5
C7204,Mid-Range,MG Comet EV,17.3
C7205,Mid-Range,Mahindra e2o Plus,18.5
C7206,Mid-Range,Mahindra e2o Plus,18.5
C7207,Mid-Range,MG Comet EV,17.3
C7208,High,Hyundai Ioniq 5,72.6
C7209,Mid-Range,Tata Punch EV,35.0
C7210,High,Mercedes EQB,66.5
C7211,High,Audi e-tron 55,95.0
C7212,Mid-Range,Tata Punch EV,35.0
C7213,Mid-Range,Tata Nexon EV,30.2
C7214,Low-Mid,Ola S1 Pro (4W equiv),22.0
C7215,Low-Mid,Hero Electric Optima,12.0
C7216,Low-Mid,Greaves Eltra,16.0
C7217,Low-Mid,Citroen eC3 Feel,29.2
C7218,Mid-Range,Mahindra XUV400 EC Pro,39.4
C7219,Mid-Range,MG Comet EV,17.3
C7220,Low-Mid,Tata Tigor EV Base,21.5
C7221,Low-Mid,Greaves Eltra,16.0
C7222,Low-Mid,Hero Electric Optima,12.0
C7223,Low-Mid,Ampere Nexus,30.0
C7224,High,Audi e-tron 55,95.0
C7225,Low-Mid,Tata Tiago EV,24.0
C7226,Low-Mid,Ampere Nexus,30.0
C7227,Low-Mid,Tata Tigor EV Base,21.5
C7228,Mid-Range,Mahindra XUV400 EC Pro,39.4
C7229,Low-Mid,Ampere Nexus,30.0
C7230,Mid-Range,Hyundai Kona Electric,39.2
C7231,Low-Mid,Greaves Eltra,16.0
C7232,Low-Mid,Tata Tiago EV,24.0
C7233,Mid-Range,Mahindra XUV400 EC Pro,39.4
C7234,Low-Mid,Ather 450X (4W equiv),20.0
C7235,Mid-Range,Tata Punch EV,35.0
C7236,Low-Mid,Tata Tiago EV,24.0
C7237,High,Hyundai Ioniq 5,72.6
C7238,Low-Mid,Greaves Eltra,16.0
C7239,Mid-Range,Mahindra XUV400 EC Pro,39.4
C7240,Mid-Range,Citroen eC3,29.2
C7241,Mid-Range,Tata Nexon EV,30.2
C7242,Low-Mid,Tata Tigor EV Base,21.5
C7243,Low-Mid,Ampere Nexus,30.0
C7244,Mid-Range,Tata Punch EV,35.0
C7245,Low-Mid,Hero Electric Optima,12.0
C7246,Mid-Range,Tata Tigor EV,26.0
C7247,Mid-Range,Tata Tigor EV,26.0
C7248,Low-Mid,Ather 450X (4W equiv),20.0
C7249,Low-Mid,Tata Tiago EV,24.0
C7250,Mid-Range,Mahindra XUV400 EC Pro,39.4
C7251,Mid-Range,Tata Punch EV,35.0
C7252,Mid-Range,Mahindra XUV400 EC Pro,39.4
C7253,Mid-Range,MG Comet EV,17.3
C7254,Mid-Range,Mahindra e2o Plus,18.5
C7255,High,Kia EV6,77.4
C7256,Low-Mid,Ola S1 Pro (4W equiv),22.0
C7257,Low-Mid,Greaves Eltra,16.0
C7258,Mid-Range,MG Comet EV,17.3
C7259,Mid-Range,Hyundai Kona Electric,39.2
C7260,Low-Mid,Ampere Nexus,30.0
C7261,Low-Mid,Ola S1 Pro (4W equiv),22.0
C7262,High,MG ZS EV Exclusive,50.3
C7263,Mid-Range,MG Comet EV,17.3
C7264,Low-Mid,Ampere Nexus,30.0
C7265,Low-Mid,Ampere Nexus,30.0
C7266,High,Tata Nexon EV Max,40.5
C7267,Low-Mid,Greaves Eltra,16.0
C7268,Mid-Range,Mahindra XUV400 EC Pro,39.4
C7269,Low-Mid,Hero Electric Optima,12.0
C7270,High,BMW iX1,66.5
C7271,High,Audi e-tron 55,95.0
C7272,Low-Mid,Ampere Nexus,30.0
C7273,High,Volvo XC40 Recharge,75.0
C7274,High,Tata Nexon EV Max,40.5
C7275,High,MG ZS EV Exclusive,50.3
C7276,Mid-Range,Mahindra e2o Plus,18.5
C7277,Low-Mid,Greaves Eltra,16.0
C7278,Low-Mid,Ampere Nexus,30.0
C7279,Low-Mid,Tata Tigor EV Base,21.5
C7280,Low-Mid,Ather 450X (4W equiv),20.0
C7281,Low-Mid,Citroen eC3 Feel,29.2
C7282,Mid-Range,MG Comet EV,17.3
C7283,Low-Mid,Hero Electric Optima,12.0
C7284,Low-Mid,Ola S1 Pro (4W equiv),22.0
C7285,Low-Mid,Tata Tiago EV,24.0
C7286,Low-Mid,Hero Electric Optima,12.0
C7287,Mid-Range,Citroen eC3,29.2
C7288,High,Hyundai Ioniq 5,72.6
C7289,Low-Mid,Ampere Nexus,30.0
C7290,Low-Mid,Hero Electric Optima,12.0
C7291,Low-Mid,Hero Electric Optima,12.0
C7292,Low-Mid,Ather 450X (4W equiv),20.0
C7293,Low-Mid,Tata Tigor EV Base,21.5
C7294,Mid-Range,MG Comet EV,17.3
C7295,Low-Mid,Tata Tiago EV,24.0
C7296,Low-Mid,Ola S1 Pro (4W equiv),22.0
C7297,Mid-Range,Tata Punch EV,35.0
C7298,Low-Mid,Tata Tigor EV Base,21.5
C7299,Mid-Range,Citroen eC3,29.2
C7300,Mid-Range,Mahindra e2o Plus,18.5
C7301,Low-Mid,Tata Tiago EV,24.0
C7302,Mid-Range,Tata Nexon EV,30.2
C7303,High,BYD Atto 3 Superior,60.5
C7304,Mid-Range,Mahindra XUV400 EC Pro,39.4
C7305,Low-Mid,Ampere Nexus,30.0
C7306,Mid-Range,Mahindra e2o Plus,18.5
C7307,Mid-Range,Tata Nexon EV,30.2
C7308,High,Mercedes EQB,66.5
C7309,High,BYD Atto 3 Superior,60.5
C7310,Mid-Range,Tata Tigor EV,26.0
C7311,Mid-Range,Citroen eC3,29.2
C7312,High,Volvo XC40 Recharge,75.0
C7313,Mid-Range,Citroen eC3,29.2
C7314,Low-Mid,Ampere Nexus,30.0
C7315,Low-Mid,Hero Electric Optima,12.0
C7316,Low-Mid,Hero Electric Optima,12.0
C7317,Mid-Range,Tata Punch EV,35.0
C7318,High,BMW iX1,66.5
C7319,Mid-Range,Mahindra XUV400 EC Pro,39.4
C7320,Low-Mid,Hero Electric Optima,12.0
C7321,Mid-Range,Hyundai Kona Electric,39.2
C7322,Low-Mid,Tata Tigor EV Base,21.5
C7323,Mid-Range,MG Comet EV,17.3
C7324,Mid-Range,Citroen eC3,29.2
C7325,Low-Mid,Citroen eC3 Feel,29.2
C7326,Low-Mid,Hero Electric Optima,12.0
C7327,Mid-Range,Mahindra e2o Plus,18.5
C7328,High,Kia EV6,77.4
C7329,Mid-Range,Mahindra XUV400 EC Pro,39.4
C7330,Low-Mid,Greaves Eltra,16.0
C7331,Low-Mid,Greaves Eltra,16.0
C7332,Mid-Range,Mahindra XUV400 EC Pro,39.4
C7333,Low-Mid,Hero Electric Optima,12.0
C7334,Mid-Range,Citroen eC3,29.2
C7335,Mid-Range,Tata Punch EV,35.0
C7336,Mid-Range,Tata Punch EV,35.0
C7337,Mid-Range,Tata Tigor EV,26.0
C7338,Low-Mid,Citroen eC3 Feel,29.2
C7339,Mid-Range,Tata Tigor EV,26.0
C7340,Mid-Range,Tata Tigor EV,26.0
C7341,Mid-Range,Tata Nexon EV,30.2
C7342,Low-Mid,Tata Tiago EV,24.0
C7343,Low-Mid,Tata Tiago EV,24.0
C7344,Mid-Range,MG Comet EV,17.3
C7345,High,Tata Nexon EV Max,40.5
C7346,Mid-Range,Tata Punch EV,35.0
C7347,High,BMW iX1,66.5
C7348,Mid-Range,Tata Nexon EV,30.2
C7349,Mid-Range,Mahindra XUV400 EC Pro,39.4
C7350,Low-Mid,Ather 450X (4W equiv),20.0
C7351,Low-Mid,Citroen eC3 Feel,29.2
C7352,High,BYD Atto 3 Superior,60.5
C7353,Mid-Range,Hyundai Kona Electric,39.2
C7354,Low-Mid,Citroen eC3 Feel,29.2
C7355,Mid-Range,Citroen eC3,29.2
C7356,High,Mercedes EQB,66.5
C7357,High,Mercedes EQB,66.5
C7358,Mid-Range,Tata Tigor EV,26.0
C7359,Mid-Range,Citroen eC3,29.2
C7360,Mid-Range,Tata Nexon EV,30.2
C7361,Low-Mid,Tata Tiago EV,24.0
C7362,Low-Mid,Greaves Eltra,16.0
C7363,Mid-Range,Tata Nexon EV,30.2
C7364,High,Tata Nexon EV Max,40.5
C7365,High,BYD Atto 3 Superior,60.5
C7366,Low-Mid,Ather 450X (4W equiv),20.0
C7367,Low-Mid,Tata Tiago EV,24.0
C7368,Mid-Range,Tata Nexon EV,30.2
C7369,Mid-Range,Mahindra e2o Plus,18.5
C7370,Low-Mid,Tata Tiago EV,24.0
C7371,High,BYD Atto 3 Superior,60.5
C7372,Mid-Range,Hyundai Kona Electric,39.2
C7373,High,Volvo XC40 Recharge,75.0
C7374,Mid-Range,MG Comet EV,17.3
C7375,Low-Mid,Greaves Eltra,16.0
C7376,Low-Mid,Tata Tigor EV Base,21.5
C7377,Low-Mid,Tata Tigor EV Base,21.5
C7378,Mid-Range,Tata Punch EV,35.0
C7379,High,BMW iX1,66.5
C7380,Low-Mid,Ola S1 Pro (4W equiv),22.0
C7381,Low-Mid,Greaves Eltra,16.0
C7382,Low-Mid,Tata Tigor EV Base,21.5
C7383,Low-Mid,Ola S1 Pro (4W equiv),22.0
C7384,Mid-Range,Mahindra e2o Plus,18.5
C7385,Mid-Range,Citroen eC3,29.2
C7386,Mid-Range,Mahindra XUV400 EC Pro,39.4
C7387,Low-Mid,Ather 450X (4W equiv),20.0
C7388,Low-Mid,Ola S1 Pro (4W equiv),22.0
C7389,Low-Mid,Ampere Nexus,30.0
C7390,High,Tata Nexon EV Max,40.5
C7391,Mid-Range,Mahindra e2o Plus,18.5
C7392,Mid-Range,Tata Nexon EV,30.2
C7393,Mid-Range,MG Comet EV,17.3
C7394,Mid-Range,Mahindra e2o Plus,18.5
C7395,Low-Mid,Hero Electric Optima,12.0
C7396,Mid-Range,Citroen eC3,29.2
C7397,High,Tata Nexon EV Max,40.5
C7398,Low-Mid,Greaves Eltra,16.0
C7399,Low-Mid,Greaves Eltra,16.0
C7400,Low-Mid,Ampere Nexus,30.0
C7401,Low-Mid,Ola S1 Pro (4W equiv),22.0
C7402,Low-Mid,Greaves Eltra,16.0
C7403,Mid-Range,Tata Nexon EV,30.2
C7404,Low-Mid,Ampere Nexus,30.0
C7405,Mid-Range,Tata Punch EV,35.0
C7406,High,BMW iX1,66.5
C7407,Mid-Range,Tata Punch EV,35.0
C7408,Mid-Range,Mahindra e2o Plus,18.5
C7409,Mid-Range,Tata Punch EV,35.0
C7410,Low-Mid,Ampere Nexus,30.0
C7411,Mid-Range,Citroen eC3,29.2
C7412,High,Tata Nexon EV Max,40.5
C7413,Mid-Range,Tata Nexon EV,30.2
C7414,Low-Mid,Tata Tigor EV Base,21.5
C7415,High,BMW iX1,66.5
C7416,Low-Mid,Hero Electric Optima,12.0
C7417,Mid-Range,Citroen eC3,29.2
C7418,High,Mercedes EQB,66.5
C7419,Mid-Range,Mahindra XUV400 EC Pro,39.4
C7420,Low-Mid,Ampere Nexus,30.0
C7421,Low-Mid,Hero Electric Optima,12.0
C7422,Low-Mid,Greaves Eltra,16.0
C7423,Low-Mid,Ampere Nexus,30.0
C7424,Low-Mid,Ola S1 Pro (4W equiv),22.0
C7425,Low-Mid,Greaves Eltra,16.0
C7426,Mid-Range,Mahindra e2o Plus,18.5
C7427,Mid-Range,Tata Tigor EV,26.0
C7428,Low-Mid,Hero Electric Optima,12.0
C7429,High,BMW iX1,66.5
C7430,Low-Mid,Greaves Eltra,16.0
C7431,Low-Mid,Ampere Nexus,30.0
C7432,Low-Mid,Ola S1 Pro (4W equiv),22.0
C7433,Low-Mid,Ampere Nexus,30.0
C7434,Low-Mid,Tata Tigor EV Base,21.5
C7435,Low-Mid,Hero Electric Optima,12.0
C7436,Low-Mid,Tata Tiago EV,24.0
C7437,Mid-Range,Tata Tigor EV,26.0
C7438,Mid-Range,Mahindra XUV400 EC Pro,39.4
C7439,Low-Mid,Ola S1 Pro (4W equiv),22.0
C7440,Low-Mid,Tata Tiago EV,24.0
C7441,Low-Mid,Ola S1 Pro (4W equiv),22.0
C7442,Mid-Range,Tata Nexon EV,30.2
C7443,Low-Mid,Tata Tigor EV Base,21.5
C7444,High,Kia EV6,77.4
C7445,Low-Mid,Ola S1 Pro (4W equiv),22.0
C7446,Low-Mid,Ola S1 Pro (4W equiv),22.0
C7447,Mid-Range,Tata Punch EV,35.0
C7448,Low-Mid,Tata Tigor EV Base,21.5
C7449,High,BMW iX1,66.5
C7450,Mid-Range,Hyundai Kona Electric,39.2
C7451,Low-Mid,Hero Electric Optima,12.0
C7452,Low-Mid,Ola S1 Pro (4W equiv),22.0
C7453,Low-Mid,Tata Tiago EV,24.0
C7454,Low-Mid,Hero Electric Optima,12.0
C7455,Low-Mid,Ampere Nexus,30.0
C7456,Low-Mid,Ola S1 Pro (4W equiv),22.0
C7457,Low-Mid,Ather 450X (4W equiv),20.0
C7458,Low-Mid,Citroen eC3 Feel,29.2
C7459,Mid-Range,Hyundai Kona Electric,39.2
C7460,High,BMW iX1,66.5
C7461,Low-Mid,Ampere Nexus,30.0
C7462,Low-Mid,Ola S1 Pro (4W equiv),22.0
C7463,Low-Mid,Tata Tigor EV Base,21.5
C7464,Mid-Range,Citroen eC3,29.2
C7465,High,Tata Nexon EV Max,40.5
C7466,Low-Mid,Greaves Eltra,16.0
C7467,Low-Mid,Tata Tigor EV Base,21.5
C7468,Low-Mid,Ather 450X (4W equiv),20.0
C7469,Low-Mid,Citroen eC3 Feel,29.2
C7470,Mid-Range,Mahindra e2o Plus,18.5
C7471,Low-Mid,Ola S1 Pro (4W equiv),22.0
C7472,High,Volvo XC40 Recharge,75.0
C7473,High,Kia EV6,77.4
C7474,Low-Mid,Ampere Nexus,30.0
C7475,Mid-Range,Citroen eC3,29.2
C7476,High,Volvo XC40 Recharge,75.0
C7477,Mid-Range,Tata Nexon EV,30.2
C7478,Low-Mid,Ampere Nexus,30.0
C7479,High,Hyundai Ioniq 5,72.6
C7480,High,BYD Atto 3 Superior,60.5
C7481,Low-Mid,Hero Electric Optima,12.0
C7482,High,Volvo XC40 Recharge,75.0
C7483,Low-Mid,Tata Tigor EV Base,21.5
C7484,Mid-Range,Tata Tigor EV,26.0
C7485,Low-Mid,Ampere Nexus,30.0
C7486,Mid-Range,Citroen eC3,29.2
C7487,Mid-Range,Hyundai Kona Electric,39.2
C7488,High,Tata Nexon EV Max,40.5
C7489,Low-Mid,Ola S1 Pro (4W equiv),22.0
C7490,Low-Mid,Citroen eC3 Feel,29.2
C7491,Mid-Range,Citroen eC3,29.2
C7492,Mid-Range,Tata Punch EV,35.0
C7493,Low-Mid,Ola S1 Pro (4W equiv),22.0
C7494,Low-Mid,Ola S1 Pro (4W equiv),22.0
C7495,Low-Mid,Ather 450X (4W equiv),20.0
C7496,Low-Mid,Tata Tiago EV,24.0
C7497,Mid-Range,Tata Nexon EV,30.2
C7498,Mid-Range,Mahindra XUV400 EC Pro,39.4
C7499,Mid-Range,MG Comet EV,17.3
C7500,Low-Mid,Ather 450X (4W equiv),20.0
C7501,Mid-Range,Mahindra e2o Plus,18.5
C7502,Low-Mid,Hero Electric Optima,12.0
C7503,Mid-Range,Tata Punch EV,35.0
C7504,Mid-Range,Citroen eC3,29.2
C7505,Mid-Range,Mahindra e2o Plus,18.5
C7506,Mid-Range,Tata Punch EV,35.0
C7507,Low-Mid,Ampere Nexus,30.0
C7508,Mid-Range,Hyundai Kona Electric,39.2
C7509,Low-Mid,Ather 450X (4W equiv),20.0
C7510,Low-Mid,Ampere Nexus,30.0
C7511,Mid-Range,Citroen eC3,29.2
C7512,Low-Mid,Ampere Nexus,30.0
C7513,Low-Mid,Ather 450X (4W equiv),20.0
C7514,Mid-Range,MG Comet EV,17.3
C7515,Low-Mid,Tata Tiago EV,24.0
C7516,Low-Mid,Citroen eC3 Feel,29.2
C7517,High,BMW iX1,66.5
C7518,Mid-Range,Citroen eC3,29.2
C7519,Low-Mid,Greaves Eltra,16.0
C7520,Low-Mid,Ampere Nexus,30.0
C7521,Mid-Range,Hyundai Kona Electric,39.2
C7522,High,Audi e-tron 55,95.0
C7523,High,Mercedes EQB,66.5
C7524,Low-Mid,Tata Tiago EV,24.0
C7525,Mid-Range,Mahindra XUV400 EC Pro,39.4
C7526,Low-Mid,Hero Electric Optima,12.0
C7527,Low-Mid,Ather 450X (4W equiv),20.0
C7528,Low-Mid,Tata Tiago EV,24.0
C7529,High,Audi e-tron 55,95.0
C7530,Mid-Range,Tata Tigor EV,26.0
C7531,High,Kia EV6,77.4
C7532,Low-Mid,Citroen eC3 Feel,29.2
C7533,Mid-Range,Mahindra XUV400 EC Pro,39.4
C7534,Mid-Range,Hyundai Kona Electric,39.2
C7535,Low-Mid,Citroen eC3 Feel,29.2
C7536,Low-Mid,Ather 450X (4W equiv),20.0
C7537,Low-Mid,Ampere Nexus,30.0
C7538,Low-Mid,Ola S1 Pro (4W equiv),22.0
C7539,Low-Mid,Hero Electric Optima,12.0
C7540,Low-Mid,Ather 450X (4W equiv),20.0
C7541,Low-Mid,Ola S1 Pro (4W equiv),22.0
C7542,Low-Mid,Ampere Nexus,30.0
C7543,Low-Mid,Greaves Eltra,16.0
C7544,Mid-Range,Citroen eC3,29.2
C7545,Low-Mid,Greaves Eltra,16.0
C7546,Mid-Range,Tata Punch EV,35.0
C7547,Low-Mid,Greaves Eltra,16.0
C7548,Mid-Range,Tata Nexon EV,30.2
C7549,Mid-Range,Citroen eC3,29.2
C7550,High,Mercedes EQB,66.5
C7551,Low-Mid,Ather 450X (4W equiv),20.0
C7552,Low-Mid,Ampere Nexus,30.0
C7553,Low-Mid,Citroen eC3 Feel,29.2
C7554,Mid-Range,Citroen eC3,29.2
C7555,Low-Mid,Hero Electric Optima,12.0
C7556,Mid-Range,Hyundai Kona Electric,39.2
C7557,Low-Mid,Hero Electric Optima,12.0
C7558,Low-Mid,Tata Tigor EV Base,21.5
C7559,Low-Mid,Hero Electric Optima,12.0
C7560,Mid-Range,Tata Punch EV,35.0
C7561,Low-Mid,Hero Electric Optima,12.0
C7562,High,Tata Nexon EV Max,40.5
C7563,Low-Mid,Citroen eC3 Feel,29.2
C7564,Low-Mid,Ather 450X (4W equiv),20.0
C7565,Low-Mid,Tata Tiago EV,24.0
C7566,Low-Mid,Greaves Eltra,16.0
C7567,Mid-Range,Tata Punch EV,35.0
C7568,Low-Mid,Ampere Nexus,30.0
C7569,Low-Mid,Greaves Eltra,16.0
C7570,Low-Mid,Ather 450X (4W equiv),20.0
C7571,Mid-Range,Mahindra XUV400 EC Pro,39.4
C7572,Low-Mid,Hero Electric Optima,12.0
C7573,Low-Mid,Tata Tigor EV Base,21.5
C7574,High,Tata Nexon EV Max,40.5
C7575,Mid-Range,Tata Tigor EV,26.0
C7576,Mid-Range,Citroen eC3,29.2
C7577,Mid-Range,Hyundai Kona Electric,39.2
C7578,High,Tata Nexon EV Max,40.5
C7579,High,Tata Nexon EV Max,40.5
C7580,Mid-Range,Tata Tigor EV,26.0
C7581,Mid-Range,Mahindra e2o Plus,18.5
C7582,Low-Mid,Ola S1 Pro (4W equiv),22.0
C7583,Low-Mid,Citroen eC3 Feel,29.2
C7584,Mid-Range,Tata Tigor EV,26.0
C7585,Mid-Range,Citroen eC3,29.2
C7586,Low-Mid,Hero Electric Optima,12.0
C7587,Mid-Range,MG Comet EV,17.3
C7588,Low-Mid,Citroen eC3 Feel,29.2
C7589,Mid-Range,Mahindra XUV400 EC Pro,39.4
C7590,High,MG ZS EV Exclusive,50.3
C7591,Low-Mid,Greaves Eltra,16.0
C7592,Mid-Range,Tata Tigor EV,26.0
C7593,High,Kia EV6,77.4
C7594,Mid-Range,Tata Punch EV,35.0
C7595,Low-Mid,Greaves Eltra,16.0
C7596,Low-Mid,Hero Electric Optima,12.0
C7597,High,Mercedes EQB,66.5
C7598,Low-Mid,Ather 450X (4W equiv),20.0
C7599,High,Hyundai Ioniq 5,72.6
C7600,Mid-Range,Tata Nexon EV,30.2
C7601,High,Mercedes EQB,66.5
C7602,Mid-Range,Citroen eC3,29.2
C7603,Low-Mid,Ampere Nexus,30.0
C7604,High,Volvo XC40 Recharge,75.0
C7605,Mid-Range,MG Comet EV,17.3
C7606,Low-Mid,Ather 450X (4W equiv),20.0
C7607,Low-Mid,Ola S1 Pro (4W equiv),22.0
C7608,Mid-Range,MG Comet EV,17.3
C7609,Mid-Range,Tata Punch EV,35.0
C7610,Low-Mid,Ola S1 Pro (4W equiv),22.0
C7611,Mid-Range,Mahindra e2o Plus,18.5
C7612,Mid-Range,Hyundai Kona Electric,39.2
C7613,Low-Mid,Ampere Nexus,30.0
C7614,Low-Mid,Greaves Eltra,16.0
C7615,Low-Mid,Ather 450X (4W equiv),20.0
C7616,Low-Mid,Tata Tiago EV,24.0
C7617,Low-Mid,Tata Tigor EV Base,21.5
C7618,Low-Mid,Citroen eC3 Feel,29.2
C7619,Mid-Range,Tata Tigor EV,26.0
C7620,Low-Mid,Hero Electric Optima,12.0
C7621,Mid-Range,MG Comet EV,17.3
C7622,Low-Mid,Tata Tiago EV,24.0
C7623,Low-Mid,Ola S1 Pro (4W equiv),22.0
C7624,Low-Mid,Citroen eC3 Feel,29.2
C7625,Mid-Range,Tata Tigor EV,26.0
C7626,Low-Mid,Hero Electric Optima,12.0
C7627,Low-Mid,Tata Tiago EV,24.0
C7628,High,BYD Atto 3 Superior,60.5
C7629,Mid-Range,Citroen eC3,29.2
C7630,Low-Mid,Hero Electric Optima,12.0
C7631,High,BYD Atto 3 Superior,60.5
C7632,Low-Mid,Ather 450X (4W equiv),20.0
C7633,Mid-Range,Tata Tigor EV,26.0
C7634,Low-Mid,Tata Tiago EV,24.0
C7635,Mid-Range,Hyundai Kona Electric,39.2
C7636,High,MG ZS EV Exclusive,50.3
C7637,Mid-Range,Mahindra e2o Plus,18.5
C7638,Mid-Range,Tata Tigor EV,26.0
C7639,Mid-Range,Tata Nexon EV,30.2
C7640,Low-Mid,Citroen eC3 Feel,29.2
C7641,Low-Mid,Tata Tiago EV,24.0
C7642,Mid-Range,Hyundai Kona Electric,39.2
C7643,Mid-Range,Tata Tigor EV,26.0
C7644,Mid-Range,Mahindra XUV400 EC Pro,39.4
C7645,Low-Mid,Citroen eC3 Feel,29.2
C7646,High,BYD Atto 3 Superior,60.5
C7647,Mid-Range,Tata Punch EV,35.0
C7648,Low-Mid,Hero Electric Optima,12.0
C7649,Low-Mid,Ampere Nexus,30.0
C7650,High,BMW iX1,66.5
C7651,Mid-Range,Mahindra e2o Plus,18.5
C7652,Mid-Range,Mahindra e2o Plus,18.5
C7653,Low-Mid,Ola S1 Pro (4W equiv),22.0
C7654,Mid-Range,Tata Tigor EV,26.0
C7655,Low-Mid,Ampere Nexus,30.0
C7656,Low-Mid,Citroen eC3 Feel,29.2
C7657,High,Tata Nexon EV Max,40.5
C7658,Mid-Range,Tata Nexon EV,30.2
C7659,Low-Mid,Hero Electric Optima,12.0
C7660,Low-Mid,Hero Electric Optima,12.0
C7661,Mid-Range,Citroen eC3,29.2
C7662,High,Volvo XC40 Recharge,75.0
C7663,Mid-Range,Mahindra XUV400 EC Pro,39.4
C7664,High,Kia EV6,77.4
C7665,Mid-Range,Mahindra XUV400 EC Pro,39.4
C7666,High,BMW iX1,66.5
C7667,Low-Mid,Ather 450X (4W equiv),20.0
C7668,Low-Mid,Ola S1 Pro (4W equiv),22.0
C7669,High,Kia EV6,77.4
C7670,Low-Mid,Greaves Eltra,16.0
C7671,Mid-Range,Tata Nexon EV,30.2
C7672,Low-Mid,Greaves Eltra,16.0
C7673,Low-Mid,Ampere Nexus,30.0
C7674,Low-Mid,Ather 450X (4W equiv),20.0
C7675,Mid-Range,Mahindra e2o Plus,18.5
C7676,Low-Mid,Ola S1 Pro (4W equiv),22.0
C7677,Low-Mid,Tata Tigor EV Base,21.5
C7678,Mid-Range,Tata Nexon EV,30.2
C7679,Low-Mid,Ampere Nexus,30.0
C7680,Low-Mid,Tata Tigor EV Base,21.5
C7681,Low-Mid,Ampere Nexus,30.0
C7682,High,Mercedes EQB,66.5
C7683,Mid-Range,Tata Tigor EV,26.0
C7684,Low-Mid,Tata Tigor EV Base,21.5
C7685,Low-Mid,Hero Electric Optima,12.0
C7686,Mid-Range,Mahindra e2o Plus,18.5
C7687,Low-Mid,Tata Tigor EV Base,21.5
C7688,Low-Mid,Hero Electric Optima,12.0
C7689,Low-Mid,Tata Tiago EV,24.0
C7690,High,Tata Nexon EV Max,40.5
C7691,Mid-Range,Mahindra XUV400 EC Pro,39.4
C7692,Mid-Range,Tata Tigor EV,26.0
C7693,High,Volvo XC40 Recharge,75.0
C7694,Low-Mid,Hero Electric Optima,12.0
C7695,Mid-Range,Mahindra XUV400 EC Pro,39.4
C7696,Mid-Range,Tata Punch EV,35.0
C7697,Low-Mid,Ather 450X (4W equiv),20.0
